Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,Month,RainTomorrow
23,9.519290360627256,21.516534594823362,0.1790025625795084,1.5104987187102459,7.302231421298564,7,37.96875,11,12,4.0,8.790025625795083,84.79002562579508,43.41994874840983,1013.2414705303356,1008.4177173271113,3.2375320322438546,3.0,12.776771141280944,20.806035876113118,0,5,Yes
17,7.211997074550535,12.63704398703469,0.0,1.6740879740693793,3.8027829902760173,8,48.11131961104069,8,8,19.398269773107067,11.055659805520346,69.3704398703469,70.0,1022.3758182009623,1022.6998123500634,6.314780064826552,4.370439870346896,9.43704398703469,10.402782990276018,0,7,Yes
27,10.314677518668,18.780791327541625,0.11920867245837503,3.2,4.446330620333,14,41.98021681145938,11,13,15.807913275416249,21.19208672458375,96.36439026062688,73.78813008687563,1014.0384173449168,1012.6861517680215,5.509891594270313,5.913848231978437,13.311295397042125,17.77485637097944,0,6,Yes
23,8.211832605235399,22.172063463035755,0.0,2.3247330420941594,8.430072200210972,7,37.96875,9,5,4.752669579058406,21.63434352670442,81.0,65.88167394764602,1018.8602308578004,1015.3623665210471,4.365656473295578,1.376334789529203,12.250533915811681,19.322597378847433,0,5,Yes
6,16.85307085380616,19.5478065329956,0.5256580401013201,5.64956130659912,1.4893644469537404,9,28.0,4,10,8.7521934670044,11.495613065991199,81.1239032664978,89.1326771345154,1011.6389257535528,1010.4017547736036,7.8760967335022,8.0,18.91326771345154,19.03629359314758,0,9,Yes
26,12.997701084181418,26.483862065050882,0.1440919566327433,3.485884997446904,10.623632173469026,11,37.27080458506015,12,12,18.440919566327434,17.83862065050885,71.44091956632744,57.60229891581858,1018.847264346938,1014.9129655446438,1.440919566327433,6.0,20.342942498723453,24.559080433672566,0,5,Yes
7,23.823462354589452,29.736496996028034,1.189572286849133,5.8905090119158965,2.562566278905202,10,35.05213856575433,12,9,15.130346414385837,15.130346414385837,92.843584302737,77.86965358561416,1013.2687168605473,1008.3947861434245,7.973930717122832,7.0,24.252138565754333,28.633890067740317,0,2,Yes
24,21.142924333099856,25.0649368116126,1.206603743553824,1.9867925128923523,8.648270675495045,5,37.02201247851275,5,3,16.933962564461762,19.922956325205387,91.96698128223088,84.05503119628186,1006.6977987521487,1005.5724844018591,7.0,5.022012478512746,22.93632058954603,23.730817469917845,1,2,Yes
5,14.015832235788032,28.33562253052307,0.0,6.111874176841025,8.487339428415376,0,42.51979029473504,0,3,15.48020970526496,14.680733968427358,60.0,29.96041941052992,1020.967024870518,1018.1108256505162,2.440629115794879,4.7203145578974395,18.639580589470082,27.31952816315384,0,5,Yes
25,23.247790132005747,27.069588097814528,1.3391761956290495,3.0955802640114936,2.260898982904389,10,49.73932655269593,10,12,27.65243540359457,17.304119021854753,91.0,90.86966327634796,1006.2345309240402,1006.060673447304,7.043445574550679,7.0,24.61737822982027,25.204344557455066,0,2,Yes
5,10.240028433248623,17.3209077984887,0.12544679093219327,6.512413357900989,3.7867942720409293,5,26.418155969773977,10,14,8.686383022669517,13.209077984886989,63.836311939547954,51.68638302266952,1020.35956031738,1016.9968369219138,7.895461007556506,1.4181559697739776,12.02228371284606,16.768638302266954,0,6,Yes
23,10.507620728684547,21.133569226294373,0.0,3.721800667728967,7.962636783266329,7,36.12133255913767,7,5,0.0,19.304501669322416,90.76816722310747,57.92733110757011,1019.7550160545818,1016.3550160545818,1.9273311075701107,2.6228294382476935,14.495852170119143,20.287202670915867,0,4,Yes
20,12.342156447267554,19.247058056493948,0.0,6.115687105464891,4.328430637473366,13,38.80790474135026,14,6,7.0,19.931370951029056,56.62745161958838,73.88235485876514,1005.4166661233498,1004.8323532288148,4.965685475514528,5.151959665720339,15.326469341802662,16.114704827679176,0,6,Yes
26,10.165183416508864,17.60513947275691,0.9261673673082933,2.4635536871778845,4.278972105448618,6,56.0,6,6,28.420557891027645,26.0,76.21027894551382,78.92290790864634,1023.8179881546492,1021.2179881546492,7.0,7.0,13.473832632691707,15.263083683654147,0,8,Yes
27,24.246717994154107,31.978687197661642,0.0,5.263938407015073,9.055753628060291,2,31.0,4,2,12.573743953232848,15.0,69.34015398246231,66.78687197661642,1010.495482183047,1007.6061385842161,3.3401539824623177,5.329923008768841,29.410656401169177,30.5,0,2,Yes
8,24.39144494121922,31.703547188889367,0.2882629225803697,8.751591009319425,9.776160674910226,12,36.35941572759918,10,10,17.398539318997948,14.679707863799589,55.64058427240082,52.160146068100204,1012.5085550587808,1009.6085550587808,5.839853931899794,5.3594157275991785,29.863328086739056,30.95941572759918,0,11,Yes
26,15.474453664687148,24.292539559925952,0.30082893778600506,1.7107761912180655,9.83051996202888,4,28.991710622139948,2,5,7.5124340667900755,15.0165787557201,71.48756593320992,62.504144688930026,1015.0157498179341,1014.5545591578231,3.5290128225101762,1.5041446889300252,21.2,23.09668424885598,0,6,Yes
26,5.146152961298919,17.607692927090756,0.9107689476156543,3.7415383553558703,6.279999539875439,12,45.84615296129892,12,15,10.415383553558703,23.138461184519567,99.43076940774021,64.4153835535587,1011.9692305922598,1010.4646148360054,4.5,4.5,10.498461414581849,15.967693157153038,0,8,Yes
1,8.498943370871933,14.312561546769512,0.0,2.0054472703590314,2.9266259748717744,8,38.119511698461295,12,11,11.293496100512902,15.0,73.7065038994871,45.67926754769194,1019.6918290944615,1015.7211787045128,3.440244150769353,7.0,9.527236351795157,13.609837911589995,0,7,Yes
19,20.094187160717016,24.928156225765502,0.4310626454069928,3.3068120637790215,0.0,4,36.43687548468998,13,0,12.689373545930072,11.252498061240097,87.87375096937996,70.59218871172494,1020.2475019387599,1018.9756581645254,7.281562257655012,7.281562257655012,21.509718483420514,24.3718437742345,0,2,Yes
26,18.137268930456987,23.71245922302182,0.0,5.825135923260596,5.250163107912716,6,34.250271846521194,5,7,20.0,19.876495155866557,58.87432038369702,64.12459223021821,1011.7632747625854,1010.8261145707369,6.374864076739404,7.374864076739404,21.38721456115275,21.899891261391524,0,12,Yes
25,7.512643991537118,14.349917719121647,1.3126439915371177,0.9123148680237056,7.037931974611353,5,43.0,12,5,10.313631362077354,18.87520570219588,93.93760285109794,96.56321995768559,1023.9440071277447,1023.0064042766469,4.655992872255147,4.46880142554897,10.275205702195883,11.57487657868247,0,5,Yes
24,16.054912255253818,19.395030790031566,0.04568041863492878,4.525917488190427,2.074675185698319,1,50.33842894379399,0,1,28.0,31.598814652222508,56.14201046587322,66.91360837269858,1026.2988146522225,1024.667335280175,4.913608372698576,6.456804186349288,18.81230911549185,17.935149324809316,0,4,Yes
21,13.486269905658695,16.9,0.11820859838322993,2.0543312129341604,0.8683558894909944,7,37.96875,12,10,11.453742048503102,8.955214959580747,89.1820859838323,90.72834393532919,1019.9862699056587,1019.1683558894911,7.59104299191615,8.0,15.06358280323354,15.708957008083852,0,5,Yes
21,21.154050660625934,31.411139249969832,0.48253164286576244,9.53012657146305,3.0952531696266954,6,49.618987321493215,1,6,7.793670892835594,13.365189910595767,60.381012678506785,98.41265821432881,1008.6396202322096,1009.8379746429864,7.0,7.0,27.865126598163645,20.71911394635746,0,2,Yes
9,12.714301783299065,22.01141893002056,0.25144142663925273,5.560089986474768,6.245675720082242,13,40.25720713319626,7,10,18.885810699794394,25.257207133196264,79.40022496618693,61.85698216700934,1015.0056532234636,1014.1742792866804,6.514414266392527,5.514414266392527,18.388581069979438,20.208536076742057,0,9,Yes
28,6.12215341355669,14.501751745503574,0.049562063624106256,2.001751745503575,1.4539414273830438,10,50.01751745503575,10,10,18.008758727517876,25.008758727517876,74.23905159060266,72.0,1017.1107670677834,1013.8877377814749,7.132663886578141,5.628284522819203,10.175218968187947,12.2,0,6,Yes
15,21.062953352627325,25.1220054879262,0.3389972560369014,6.88495884055352,1.7217959613819023,3,28.30501371981549,0,4,9.627438260830282,5.694986280184507,75.0,70.38997256036902,1014.8965178357602,1012.4915041159446,7.694986280184507,7.694986280184507,23.050975304332113,24.093245198064576,0,10,Yes
5,6.0642245313563,15.734677002386722,0.0,2.4168497443761634,3.617948210633142,12,56.30525042603973,12,13,17.610500852079458,21.25274616564245,76.61050085207945,45.389499147920546,1016.3810742757324,1013.7568981254252,2.8315025562383687,7.694749573960272,9.418925724267538,14.556777172802613,0,7,Yes
18,9.786355603726971,23.54545775850921,0.0,6.11364439627303,5.7954636491094345,11,54.88635560372697,10,10,17.81819252836404,19.11364439627303,44.24997054699889,41.11364439627303,1011.5772711207454,1006.4454577585092,6.29545186790899,7.0,19.390915517018424,22.56363850567281,0,5,Yes
24,14.807413977433255,21.51591302829205,0.0,4.163833649713735,7.071247627146989,8,44.54769499631716,10,9,19.54249525429398,20.723327005725302,56.7233270057253,65.73417773998072,1019.457504745706,1015.9117542711355,7.0,7.180831751431326,19.535081276860726,19.961663502862653,0,10,Yes
2,10.708654886989283,26.51199060779471,0.0,6.716372174732081,8.34567255650536,12,33.17309773978567,2,11,16.259646609678498,22.976018784410577,61.28362782526792,22.740353390321502,1023.0014605223124,1018.8115759316142,3.173097739785665,3.826902260214335,16.135557147203617,25.357663164300067,0,4,Yes
24,18.42608514559171,27.3354022607171,0.5465855756269427,6.253414424373057,7.454036490967876,6,49.639756726880826,5,3,27.36646393906736,31.0,60.18012163655958,54.726707212186525,1020.546585575627,1018.0111833149099,4.819878363440414,3.819878363440414,24.00807298193575,25.362731539498448,0,4,Yes
27,24.13101982340519,32.04826486755389,0.0,5.8,10.455205397338327,5,31.0,3,2,8.448300294324687,16.103399411350626,67.72415014716235,64.72415014716235,1008.8689801765948,1006.4275849852837,3.1033994113506256,5.7241501471623435,29.775849852837656,30.83101982340519,0,5,Yes
21,27.71771762795068,34.78110325240426,0.0,7.439372506557064,10.523623503934237,0,55.63385624453578,11,14,13.73228751092844,32.75197376420697,65.96062749344294,62.98031374672147,1009.8771660017485,1006.0098431266392,1.980313746721468,1.653542497814312,31.14055162620213,32.96929150043714,0,11,Yes
7,21.89769731035542,29.727063391850493,0.0,8.644657153594746,3.7857955548406412,0,50.0,2,0,21.152910720996715,28.88227680249179,60.11772319750821,61.96481247651149,1017.5175937617443,1014.1446571535947,4.847089279003284,7.423544639501642,26.503518752348853,27.215291072099674,0,7,Yes
19,17.37871227425108,23.601652627970942,0.6,1.777059646280137,1.3376912317875131,7,34.24592981690806,15,1,11.0,10.573754390338252,87.81968420724631,68.8524912193235,1023.3262210549276,1021.4754070183092,7.0,5.819684207246312,18.64264911570034,22.629526310869466,0,4,Yes
5,19.22204128898893,21.539245077198395,0.3064522723021124,6.71414472799494,0.47634393948841947,0,60.763439394884195,0,1,30.940859848721047,21.881719697442097,73.3548409076737,89.05914015127895,1019.9091367443847,1021.0720378820946,4.5,6.852149621802622,21.139245077198396,19.339783334372616,0,3,Yes
21,15.513251670929076,20.658044019357114,0.0839119612857736,4.083911961285773,8.065622954715888,6,49.48264116142679,11,6,19.419559806428868,25.678239225715473,58.839119612857736,60.80440193571132,1017.9867483290709,1016.2965282322854,1.0,4.160880387142264,17.87129569028619,18.935647845143095,0,7,Yes
21,25.159285301901832,31.62560746663675,0.0,4.945266635309955,2.2452666353099553,8,45.838592627433385,1,1,29.192963137166917,18.677185254866767,81.11225945088361,47.56492580398316,1006.8470258510182,1003.2761517490715,6.919296313716692,7.0,26.71753709800842,31.336833411725113,0,11,Yes
21,7.9679949660292655,15.936622354728708,0.08184692830318996,3.5729284981223297,2.0960151019122044,7,56.59076535848405,5,6,28.95382679242025,31.316888226356454,78.54459215090431,87.40923464151595,1019.218785494367,1019.5135357509388,6.409234641515949,7.0,14.55445921509043,14.722770392454786,0,8,Yes
10,9.593258097299463,13.247440845644682,0.09488169128936508,2.3660429597563892,7.20081179699495,14,66.88139788588829,14,14,26.296505285279267,31.474408456446824,56.940698942944145,54.94881691289365,1012.5695376744771,1011.1830214798782,5.82209682883244,5.118602114111706,11.645817251654783,11.928838731532977,0,7,Yes
1,20.32798054791932,36.16673836348745,0.0,8.807994442262663,7.852748089527791,9,58.99000694717167,9,9,16.472519104722096,24.995003473585836,35.50749478962125,17.004996526414164,1009.9990006947172,1005.7487508683964,5.497501736792918,6.497501736792918,27.37073558461878,34.26723801612887,0,11,Yes
29,9.42973530862475,14.773650740734283,1.9683808888811378,1.8035132345687626,4.138645580256387,13,60.877036790093314,12,14,32.77163975303044,26.035132345687625,90.89460296293713,95.92973530862476,1006.8386455802563,1006.0158095555595,8.0,8.0,10.4,13.149058098752944,0,7,Yes
16,10.873346040081506,17.720604905447136,0.082419621788543,3.082419621788543,7.129678487154171,11,55.5576566187005,12,12,21.587901891057285,26.0,68.17580378211457,55.0,1016.6109645385375,1013.2115313237401,6.484877363821607,1.7211716906497512,12.453307919836986,17.14971660739869,0,6,Yes
28,10.81835968257028,23.568514143749734,0.0,1.1001029741196355,7.536204494542381,14,45.727179114436694,9,10,11.818462656689915,19.136410442781653,95.31794778609174,47.18153734331008,1014.3457447452463,1010.3275910109152,4.068205221390826,4.931794778609174,12.941129081073768,22.445744745246248,0,7,Yes
23,15.762489334327352,20.23417448815994,0.0,5.2,4.343370307665179,7,37.96875,0,2,22.0,25.44995733730941,65.30838310647236,79.79170221890882,1015.0341744881599,1011.5558169793019,7.241659556218234,8.0,19.906672355025414,19.427502133134528,0,8,Yes
15,10.923656480326368,12.434277416553526,0.3985838751697124,5.852977459973886,0.13286129172323746,4,42.97875812754569,4,6,15.671387082767625,21.328612917232373,84.98583875169713,89.32153229308094,1015.1876725183159,1017.2777596445039,5.339233853459532,5.674927394843344,11.695751625509137,10.367846770691905,0,9,Yes
10,5.781856716826455,16.82889060593875,0.0,1.0818567168264552,6.4577812118774975,12,57.048151009897914,13,8,20.0,27.807395960408343,61.66294293071459,75.12037752474478,1022.206105530699,1020.1638867425767,3.975924495051043,4.560188762372393,12.407222651484688,15.022958384163335,0,5,Yes
26,12.130132453314488,17.485974103084015,0.0,2.470129484579927,7.310650391634198,13,56.0,13,15,23.36883463878066,31.0,91.49090639205949,77.85974103084014,1008.2893496083658,1009.4228575669621,4.5,4.5,13.261559752428248,14.219220123785876,0,10,Yes
27,15.43167290787494,25.83381085178067,0.16583645393747015,4.580780283063008,7.31637638446754,5,43.17081773031265,7,5,0.0,23.024906381875894,75.82918226968735,66.63345815749881,1019.3608551775624,1018.9487546809062,1.597862056094273,3.256226595468974,20.49003744724964,25.245911348436756,0,4,Yes
2,11.064867291725804,31.557837158316776,0.3308106166619357,5.365405308330968,11.614051287432583,10,45.481079624964515,5,12,10.037840750070966,16.90270804179677,44.69189383338065,25.345946916690323,1016.3767575333522,1011.8113522250213,0.8648672917258047,4.932433645862902,19.97081241253903,30.048107962496452,0,10,Yes
28,6.911408177297433,16.120240314559965,0.0,2.197791965684368,0.7117761830167049,11,43.9815997140364,11,10,21.9815997140364,14.966879485265517,65.0,68.02944045754177,1016.117664274525,1012.8184002859635,4.988959828421839,7.0,13.112880200174521,15.609568148701072,0,5,Yes
15,24.630083566638397,31.949860722269342,0.0,9.109192189162181,1.0103064110074484,0,34.54874650042407,0,2,4.150417833191975,7.401114221845268,71.50139277730659,80.0,1008.630640677561,1008.3406685331072,7.0,7.949860722269341,29.009749300084817,28.754874650042407,0,1,Yes
27,10.502106735352356,20.269662923795792,0.0,5.149438206326324,4.008005623382379,6,36.47471910316316,11,7,8.050561793673676,18.313202242092096,78.16151686107106,92.52528089683683,1012.5455056143063,1013.3373595515816,7.737359551581581,8.0,16.041432582943944,14.472752807153155,0,2,Yes
10,6.810762430987253,12.994618784506374,0.4107624309872539,1.6538121549362694,1.5022430943789116,13,47.865469612659325,14,13,23.892375690127462,23.94618784506373,90.65022099291424,95.73093922531865,1018.515696133113,1017.399552486632,7.0,7.919281767595596,10.873093922531865,10.90807182324044,0,7,Yes
22,14.673436100811477,23.78574341178996,0.0,5.563281949594261,7.25234211761339,5,37.816409747971306,5,5,19.0,24.224614621956963,57.19726504200478,62.21093983198087,1022.0408204873986,1020.7027349579952,2.0,2.98632521002391,22.38574341178996,22.444922924391392,0,4,Yes
27,20.06807334450666,27.166239731840125,0.0,6.3662397318401265,2.100552808186915,5,32.042200335199844,6,4,17.765134115466296,14.915599329600317,66.04220033519984,67.44586756053292,1017.2253202011199,1014.4614668901332,5.084400670399683,7.0,24.087339899440046,25.8,0,8,Yes
20,11.721681081479085,16.17896548832056,0.08025862791985944,4.040775883759578,1.676379209121968,7,23.60517255839719,6,7,7.796120581202109,8.197413720801405,71.8025862791986,80.59224116240422,1026.041422453559,1022.9203879418798,6.802586279198595,5.6051725583971885,14.376379209121968,14.840775883759578,0,7,Yes
16,16.261023083351176,26.79322770002141,0.17203410277837253,4.660170513891862,5.454665004178264,11,56.139829486108134,10,11,6.4194884583244125,26.978806402756963,77.72034102778373,61.1186358888651,1008.1398294861082,1005.353812434719,7.0,3.5593179444325496,21.312716158345822,25.379244751410596,0,10,Yes
11,18.72894702853952,23.10507502774006,0.8563909191782031,3.8,1.0265037836757487,1,17.265037836757486,4,9,5.359022702054492,4.9060151347029946,87.46992432648503,88.906015134703,1019.4640977297945,1016.2342105942921,7.0,7.453007567351498,20.225563676712813,20.489661406507363,0,3,Yes
22,15.500728220046584,37.10018205501165,0.13345470334109732,13.201092330069876,7.133272648329451,11,60.99635889976708,11,11,29.340008683760352,30.00182055011646,20.667273516705485,17.99635889976708,1006.4641785815076,1002.262904196426,6.332726483294513,6.168183791763717,29.864724746542443,34.601274385081524,0,12,Yes
25,20.143419120179214,26.022005353118285,0.9889973234408582,6.464832887240143,7.018663097921144,0,54.91747992580644,0,1,28.269151053405007,32.94498661720429,68.46169789318999,80.26915105340501,1021.4620822181004,1019.9131617596416,4.379177818996424,7.0,24.65167112759857,23.006092924336926,0,3,Yes
22,5.980167394191152,14.12193992304811,1.1538683782219354,2.8,2.446131621778065,9,49.29676679491982,10,10,20.35161660254009,20.769341891109676,66.87904150635023,89.87904150635023,1008.0240472402874,1004.3393762947325,7.824191698729954,7.0,10.534035772413088,10.86371245190507,0,8,Yes
27,10.606075175448145,14.449796670476813,0.366802219682125,0.633197780317875,0.15546518687858335,4,41.044539446292816,6,6,18.943314835982292,21.72064077037521,88.55465186878584,80.94331483598229,1013.3777325934393,1011.3056685164017,6.639679614812396,2.3603203851876042,12.672470736083895,14.210930373757167,0,6,Yes
19,13.848582649497544,21.5331181711054,0.0,4.012629777387234,2.6274487690955812,11,31.0,12,5,9.60566940200982,13.78866119598036,61.60566940200982,76.18299179397054,1012.8936851113064,1007.6817008206029,7.0,8.0,16.363401641205893,17.829637983416696,0,7,Yes
4,20.702672569195567,31.34986918720679,0.0,6.935858234119746,6.315318975832492,1,57.09973837441358,1,9,29.654497886257015,7.554759511843434,59.48174682938552,45.82724894312851,1019.7963493658771,1017.2754236260671,4.931877642178732,5.104628699050224,24.92262024407828,31.094393236022448,0,3,Yes
20,19.60903821368379,26.16346071227929,0.0,5.9909617863162135,4.72711464105136,9,56.93124731490769,11,4,9.0,22.318269643860354,77.0,71.63653928772071,1011.452259553421,1006.0660100904395,6.602162945174555,6.602162945174555,22.722595534209468,24.979374194472307,0,12,Yes
14,7.596133157997469,21.34119992485606,0.0,1.691555388569019,8.245066766858589,10,43.77111152857745,11,11,21.90844461143098,25.588000751439417,60.81688922286196,46.09155538856902,1016.4633778445724,1012.9633778445724,5.137333082853528,7.045777694284509,16.280977994860272,20.113733308285354,0,8,Yes
12,17.277899435649687,27.612306682487812,0.5827963765809367,7.481958776372501,7.251256400312654,1,30.97132729430156,4,6,11.704896940931253,11.647551529534374,61.02867270569844,50.97132729430156,1015.7676224235232,1013.0704896940931,6.352448470465626,6.057345411396877,22.21314428269625,26.450418800104217,0,10,Yes
20,21.93402764725496,32.0518436311901,0.0,6.343822028113504,11.767576673360358,9,34.82639659575928,3,9,7.102730020081074,23.264846653279285,61.0,56.52969330655857,1013.0675766733603,1009.3351533467207,0.0,1.0,27.229693306558566,30.03563196787028,0,6,Yes
25,12.212942094413828,18.9,0.0,4.6893897340681185,1.0965412698647867,3,30.611737167585147,9,3,4.64710472069142,9.776525664829704,66.51768377655314,63.517683776553135,1015.7941314162074,1013.9682472273797,4.17644763965429,4.564710472069142,15.184726077104225,18.274115811172344,0,9,Yes
7,17.297894219334108,26.52066238469193,0.3779337615308068,5.46619871540758,2.655165596172983,1,42.6690064229621,6,2,18.669006422962102,13.606821557902814,65.27582798086492,66.11033119234597,1019.2172516057404,1016.0227681653579,6.0,6.055165596172983,22.754463669284355,24.82688087119786,0,5,Yes
5,8.428498378901581,20.150474972981694,0.0,2.7047497298169305,4.431476053713972,13,33.0,8,10,13.99050054036614,14.00949945963386,71.00949945963386,41.96200216146456,1017.6028498378902,1013.456174648762,6.0,7.0,13.865674108395869,19.09810010807323,0,5,Yes
21,26.007740967083794,33.70638052011546,0.0,5.476987956111726,7.1025100365735625,6,30.55125501828678,6,14,9.897489963426437,17.0,77.2437249085661,61.10251003657356,1012.1268825274301,1008.1961295164581,6.8974899634264375,7.0,28.626882527430173,32.13462349451397,0,3,Yes
27,17.830157155862093,26.300201481874478,0.0,6.560032237099916,7.610012088912469,6,48.0,6,3,27.499798518125523,30.700040296374894,57.70044326012385,52.30036266737406,1021.1398468737754,1018.7397662810256,4.599919407250209,3.5999194072502094,22.850221630061924,24.54016924477456,0,6,Yes
23,9.446492519452217,17.645411298069607,0.0,2.4281117559478513,7.549182595017344,7,37.96875,13,13,14.956751144695613,11.086497710608775,67.0216244276522,79.04324885530438,1010.4827004578782,1010.8881065647913,2.010812213826097,7.010812213826097,13.859467176043534,15.022705649034803,0,7,Yes
18,11.70415774449705,22.151247323349114,0.0,6.596673804402361,6.757329585887539,8,56.268709850236725,11,12,24.0,25.51247323349115,47.49584225550295,32.49584225550295,1014.7454264810532,1010.9143977515325,5.3822760528698375,5.3822760528698375,15.405820842295869,20.953741970047346,0,1,Yes
7,10.222852554064044,20.328698274269485,0.0,4.6,2.9325954210731098,11,41.3844114127855,10,11,17.0,11.384411412785495,44.78830855958912,35.55713138516011,1015.0406548780592,1010.9119566037897,5.211691440410879,7.0,14.52090398066223,20.12869827426948,0,8,Yes
26,20.490821106875266,23.06147361640592,0.29541055343763256,9.141867010210014,5.428785499320641,14,47.93880737916844,14,11,26.0,21.01529815520789,87.96940368958421,73.5688416984355,1007.5673118829147,1010.6015298155208,7.492350922396055,4.954105534376326,21.995410553437633,19.692069926821702,0,6,Yes
22,13.410955258192228,16.92316148099647,1.0975486413286233,1.741470815202826,0.22561283966784418,10,20.902451358671378,7,8,7.0,9.0,84.84142024465018,95.45122567933569,1011.8110058287449,1008.8219610869371,7.0,8.0,15.393896888597881,15.37193580166078,0,3,Yes
20,9.054625993552865,15.875711356310072,0.07028454252402894,4.757829274485583,4.831938990329295,5,56.07028454252403,12,5,19.632560882716263,31.281138170096117,58.35142271262014,59.508008202331794,1015.6837195586419,1016.6907480128942,4.6054268137860435,4.6054268137860435,11.824910536076892,14.291369905281236,0,5,Yes
14,6.461899929011789,19.950469907715323,0.10381000709882114,3.157150106482317,8.507620014197641,12,46.07620014197642,13,13,24.07620014197642,22.885699787035367,56.32854968055305,44.961899929011786,1014.1123698367271,1011.3909448899683,3.442849893517683,7.0,14.894754897067093,18.23141987222122,0,10,Yes
10,10.167567150977083,22.292971598224373,0.0,2.5466763846029155,6.976755173712916,9,39.29189564120625,10,13,9.0,14.870268603908332,77.90270145293125,61.83783575488542,1018.9270299431605,1017.3718940998215,4.032432849022917,2.967567150977083,15.828647732149584,20.71891787744271,0,5,Yes
28,5.908017405533833,12.604581374590762,0.6,2.8030542497271744,2.2061084994543494,12,42.98472875136413,11,10,17.007635624317935,17.011453436476906,68.04199593374865,69.00763562431794,1007.78511053258,1001.6019089060795,4.505726718238452,7.996182187841032,9.504199593374866,12.301527124863588,0,8,Yes
28,21.086497691924137,26.282337370330875,0.15688350622550115,5.235325259338252,6.3584342582718545,7,49.2155824688725,9,8,14.215582468872494,20.961043827818763,83.74546135894627,77.70650518676503,1012.968835062255,1012.1667549014584,6.784417531127506,6.392208765563753,23.813767012451002,24.682337370330874,0,12,Yes
24,9.451782310894943,17.402306519981693,0.9995806327306013,2.001258101808196,1.516911297573816,7,28.33403227878233,1,8,9.0,17.0,81.49685474547951,64.4989515818265,1015.333612911513,1015.5173306648433,7.0,7.0,13.950733892721447,16.13508069695583,0,3,Yes
21,25.48690706445586,32.136568244144925,0.3503388203109357,3.746272976579707,5.488939986321477,12,46.0,4,7,17.758470507773392,15.620764746113304,78.88939986321476,93.37245884766799,1006.4765246913993,1002.6875847050778,7.0,7.0,29.298644718756258,25.663431755855072,0,2,Yes
27,24.934782918298566,30.498552788657108,0.35942111546284256,7.602894422685788,2.8449276394328553,3,37.405788845371575,6,6,16.30434163402868,11.898552788657106,76.8985527886571,87.0,1011.3739074706258,1008.9492692734616,7.0,6.449276394328553,27.46956583659713,27.0,0,6,Yes
17,12.371410048376235,17.079194559959106,0.0,5.208054400408953,2.6723493762208346,7,54.732887040654326,13,8,4.3167782398364185,23.940941441063277,68.7422803191003,84.47516735975462,1012.9316778239836,1011.9723493762208,4.895972799795524,5.054361919713733,14.719866112196296,12.300939327844597,0,3,Yes
11,18.412565526235806,27.43005242098865,0.8520209683954584,7.773110084076157,2.204481652653974,0,39.609842737034064,3,1,14.479790316045417,15.260104841977292,63.30492136851703,66.56502621049432,1019.8085235894449,1017.2865550420381,6.565026210494323,6.565026210494323,24.06906814728524,24.304481652653973,0,3,Yes
22,8.37276986788191,21.170549355907443,0.0,2.302220511974467,10.467783336082983,7,37.96875,9,5,7.149980759712753,25.744448720063833,81.12777563996808,68.61667308009575,1018.464433327834,1016.1944294797765,0.0,2.3833269199042513,12.857771791910634,18.481106407929783,0,8,Yes
19,22.398363775967326,28.986323963976513,0.0,6.926943016038802,1.2614262279785569,6,36.47877611137221,1,1,2.6224433999489447,13.248977359979579,81.0,78.24897735997958,1011.0738750959775,1009.5730569839612,7.0,7.875511320010211,24.673466039969366,25.53611943597243,0,1,Yes
25,17.714211445146404,19.501239185123335,1.0743154219414377,1.9970017457781712,0.23565858385980448,9,49.685788554853595,9,10,19.528682832280392,17.0,76.41395150315883,79.21447138713398,1022.2830502426193,1019.4286828322804,7.157105722573203,8.0,18.68129117352085,18.9483709018953,0,7,Yes
17,11.760603668567782,17.268830143671906,0.06883014367190654,5.501736044088405,5.270339315091361,7,39.0,10,3,13.229433812239689,16.541132375520622,54.885283093880155,64.31169856328094,1018.3309429836592,1018.2785657901954,3.7705661877603114,5.770566187760311,15.334415071835954,15.460603668567783,0,1,Yes
23,13.888494825915457,21.962831608638485,0.0,3.139178995953886,5.340547336030743,7,37.96875,12,13,11.135157786769144,4.101368340076857,80.236526126846,78.20273668015372,1007.2669366288691,1004.1683049689459,1.966210553307714,7.9662105533077145,16.945936885292344,18.403378944669228,0,6,Yes
26,10.273493266418143,18.361439397763277,0.05301346716371613,2.853013467163716,8.986717189561961,10,36.06026934327432,4,10,15.409595985088515,22.0,66.3253366790929,66.0,1022.7108249268716,1020.5795202007456,2.855471350730065,2.855471350730065,15.419250857471251,17.76746633209071,0,6,Yes
11,15.784724963043068,17.756063596046985,0.6,2.7694499260861383,0.6063783805332807,8,26.713386330039153,2,9,9.0,12.286613669960847,79.71338633003916,90.0,1010.5777170135372,1009.1847249630431,7.356693165019577,8.0,16.812756761066563,17.034410178556772,0,4,Yes
