Education,Marital_Status,Income,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Age,Total_Promotions,Children_Number,Total_Spent,Total_Purchases
2,1,46106.0,30,0,8,2,0,14,1,1,1,2,6,0,46,0,2,54,4
2,1,16927.0,20,2,23,3,1,4,5,3,0,4,8,0,46,0,2,53,7
1,1,59754.0,115,27,44,4,146,139,3,5,2,6,5,0,57,0,1,475,13
1,0,53700.0,263,5,233,69,41,83,4,5,5,8,5,0,70,0,1,694,18
1,1,59041.0,69,2,15,2,2,6,2,2,0,4,5,0,49,0,2,96,6
2,0,54237.0,267,3,30,4,0,57,4,5,2,5,6,0,65,0,1,361,12
1,0,70647.0,561,85,171,25,123,114,2,4,7,13,2,0,55,0,1,1079,24
2,0,52597.0,492,0,37,7,0,42,3,6,3,8,5,0,60,0,1,578,17
2,1,41021.0,14,7,9,6,16,12,2,2,0,3,6,0,53,0,1,64,5
2,1,40233.0,80,4,46,0,17,2,5,2,1,5,6,0,47,0,1,149,8
1,1,50183.0,97,12,84,13,10,15,7,3,1,6,5,0,42,0,2,231,10
1,1,54753.0,197,107,227,7,59,131,3,5,2,11,4,0,63,0,1,728,18
1,1,92955.0,693,21,925,31,24,84,1,6,7,9,2,0,49,2,0,1778,22
1,1,33471.0,43,2,27,0,9,12,3,3,0,4,7,0,49,0,1,93,7
2,1,34596.0,14,0,2,0,0,7,1,1,0,2,8,0,48,0,1,23,3
1,1,44010.0,186,36,234,86,72,48,6,10,2,6,9,0,42,0,1,662,18
1,1,84219.0,434,137,400,45,137,45,1,3,4,10,1,0,34,0,0,1198,17
2,1,40706.0,59,0,11,4,2,5,4,3,0,4,7,0,54,0,3,81,7
0,1,15716.0,16,5,30,8,7,26,3,3,0,4,8,1,34,0,1,92,7
0,0,59052.0,230,35,75,63,57,31,3,7,1,7,5,0,63,0,1,491,15
2,1,80573.0,829,138,430,60,92,15,1,4,6,13,2,0,51,0,0,1564,23
1,1,83715.0,318,8,407,150,35,8,1,2,8,13,0,0,60,0,0,926,23
2,1,82576.0,1206,55,445,168,18,18,1,2,4,12,1,0,63,1,0,1910,18
2,1,56962.0,292,3,77,10,3,26,7,6,3,5,7,0,57,0,3,411,14
1,1,35704.0,30,9,12,2,11,30,3,2,0,4,4,0,70,0,2,94,6
1,1,53103.0,729,17,133,11,0,195,5,10,6,7,7,0,68,1,1,1085,23
0,0,46779.0,12,1,3,0,0,7,1,0,1,2,4,0,62,0,2,23,3
1,0,4861.0,2,1,1,1,0,1,0,0,0,0,14,0,57,0,0,6,0
2,0,33462.0,22,3,18,0,0,11,1,2,0,3,7,0,43,0,1,54,5
1,0,63693.0,587,43,337,42,87,54,3,11,6,9,6,0,44,0,1,1150,26
1,1,80763.0,674,168,108,192,42,231,1,5,11,6,3,0,72,2,0,1415,22
2,1,65352.0,284,3,84,4,7,23,2,4,2,8,4,0,48,0,1,405,14
2,1,82170.0,1023,93,651,49,55,37,1,5,6,7,2,0,44,0,0,1908,18
1,1,75759.0,1394,22,708,89,91,182,1,9,7,9,5,0,53,3,0,2486,25
0,0,79689.0,311,26,640,180,37,121,1,4,9,13,2,0,46,0,0,1315,26
2,0,35340.0,27,0,12,0,1,5,2,2,0,3,5,0,66,0,2,45,5
1,0,85683.0,1296,17,311,45,69,51,1,2,4,10,1,0,68,4,0,1789,16
0,1,24884.0,3,6,7,0,0,3,1,0,0,3,7,0,50,0,1,19,3
2,1,42021.0,393,5,136,7,5,27,5,10,1,6,9,0,41,1,1,573,17
1,0,64449.0,218,63,282,137,35,70,4,5,3,12,4,0,33,0,1,805,20
1,0,64587.0,66,0,16,0,6,20,2,1,1,4,3,0,68,0,2,108,6
1,0,34824.0,4,2,11,2,0,4,1,1,0,2,6,0,27,0,0,23,3
1,1,75437.0,795,0,545,95,58,0,1,8,4,10,6,0,44,1,0,1493,22
1,1,26091.0,15,10,19,8,17,20,3,2,1,3,5,0,65,0,2,89,6
1,1,52845.0,384,25,292,130,41,64,3,8,8,6,6,0,49,1,1,936,22
1,0,46086.0,244,8,32,7,2,50,4,3,1,8,4,0,66,0,1,343,12
2,0,78028.0,158,19,288,25,0,38,1,6,4,9,7,0,66,2,1,528,19
2,0,95169.0,1285,21,449,106,20,20,1,4,3,4,1,0,35,2,0,1901,11
0,1,56337.0,349,16,144,28,5,182,5,8,5,4,8,0,41,2,2,724,17
1,1,22434.0,4,12,11,3,13,15,2,2,0,3,8,0,35,0,1,58,5
2,1,36930.0,223,2,31,0,2,39,5,5,2,4,8,0,68,0,1,297,11
1,0,36130.0,157,43,127,68,56,37,6,3,8,4,4,0,68,1,1,488,15
2,1,65569.0,397,46,288,20,38,70,2,6,5,10,3,0,69,0,1,859,21
1,1,83844.0,901,31,345,75,31,191,1,4,4,11,1,0,70,1,0,1574,19
1,1,19514.0,14,3,21,2,1,28,4,3,1,2,8,0,54,1,2,69,6
2,0,36736.0,10,0,3,0,0,4,1,1,0,2,6,0,59,0,2,17,3
1,1,77568.0,1230,0,396,232,178,158,1,10,2,8,5,0,43,3,1,2194,20
2,1,49187.0,81,1,31,2,1,0,1,1,1,5,2,0,46,0,1,116,7
1,0,30168.0,154,20,66,0,12,27,7,6,1,4,9,0,44,0,1,279,11
2,1,34053.0,63,0,21,7,0,12,1,3,0,3,8,0,54,0,1,103,6
2,1,38196.0,30,0,11,0,0,3,3,2,0,4,5,0,51,0,2,44,6
2,1,59412.0,90,67,165,30,43,11,1,4,2,8,3,0,71,0,0,406,14
0,1,70924.0,635,114,254,132,152,76,1,6,6,7,3,0,57,1,0,1363,19
1,1,54165.0,127,4,73,15,6,11,1,2,1,7,2,0,53,0,0,236,10
1,1,32300.0,13,3,6,6,5,6,1,1,0,3,8,0,49,0,1,39,4
1,0,20180.0,18,42,24,15,20,18,1,2,1,4,7,0,46,0,0,137,7
1,1,34961.0,45,2,26,4,1,1,3,3,1,3,7,0,49,0,1,79,7
2,1,28440.0,38,1,24,0,0,0,1,2,0,3,8,0,48,0,1,63,5
2,1,64504.0,986,36,168,16,0,108,7,11,3,4,7,0,69,0,3,1314,18
2,1,33564.0,61,0,3,0,0,7,1,1,1,3,5,0,56,0,1,71,5
1,1,17345.0,4,9,16,17,0,12,2,2,1,2,8,0,44,0,1,58,5
2,1,56320.0,201,53,172,116,77,83,3,5,4,9,4,0,55,0,1,702,18
1,0,28647.0,19,8,29,0,12,26,1,2,2,2,7,0,44,1,1,94,6
0,0,15038.0,4,8,11,19,12,26,2,2,1,2,9,0,35,0,1,80,5
2,0,32173.0,18,0,2,0,0,2,1,1,0,3,4,0,64,0,1,22,4
0,1,68316.0,806,80,161,120,11,33,5,10,7,10,6,0,58,0,1,1211,27
1,1,74538.0,380,98,733,110,112,28,1,8,8,5,3,0,51,1,0,1461,21
1,0,91700.0,576,172,961,125,115,19,1,8,6,5,3,0,51,0,0,1968,19
1,1,68695.0,458,81,356,106,50,40,1,4,4,7,2,0,53,0,0,1091,15
0,1,31056.0,5,10,13,3,8,16,1,1,0,3,8,0,45,0,1,55,4
1,1,79593.0,350,60,568,110,133,145,1,5,6,7,2,0,49,1,0,1366,18
1,0,28071.0,39,33,130,41,26,44,2,5,1,5,8,0,42,0,0,313,11
2,1,37334.0,26,1,16,2,2,15,4,3,0,4,4,0,64,0,2,62,7
2,0,46423.0,68,0,16,0,0,8,3,2,0,4,7,0,50,0,2,92,6
2,1,37126.0,45,3,9,4,4,7,1,1,2,2,6,0,51,1,1,72,5
1,1,47703.0,359,0,134,13,26,123,4,6,3,8,5,0,69,0,1,655,17
1,1,61180.0,403,24,29,6,24,218,2,5,5,6,3,0,63,1,1,704,16
1,1,38998.0,34,1,14,0,0,5,3,2,0,3,8,1,68,0,2,54,5
1,0,8028.0,73,18,66,7,12,2,15,0,1,0,19,0,31,0,0,178,1
1,1,76081.0,292,30,415,63,33,200,1,4,5,4,2,0,60,1,0,1033,13
1,1,34728.0,14,0,16,0,0,6,1,1,1,2,6,0,36,0,1,36,4
2,0,33168.0,80,1,37,0,1,3,3,2,1,4,7,0,57,0,1,122,7
2,1,33585.0,30,11,33,13,6,29,1,2,0,4,4,0,56,0,1,122,6
2,1,77037.0,463,96,333,168,53,10,1,7,7,12,3,0,62,0,1,1123,26
1,1,35196.0,75,12,141,43,39,187,6,6,1,5,8,0,38,0,1,497,12
1,1,44529.0,538,13,91,17,6,26,6,6,2,11,5,0,56,1,1,691,19
0,1,70924.0,635,114,254,132,152,76,1,6,6,7,3,0,57,1,0,1363,19
2,1,28764.0,8,0,3,0,0,1,1,1,0,2,8,0,56,1,2,12,3
2,1,69098.0,1315,22,780,145,0,178,1,7,8,9,5,0,73,0,0,2440,24
0,0,25959.0,4,2,12,7,5,26,2,1,2,2,6,0,52,0,2,56,5
2,1,27100.0,12,0,13,2,0,10,1,1,0,3,7,0,39,0,1,37,4
1,0,70596.0,347,44,534,17,0,26,1,3,5,12,2,0,37,0,0,968,20
1,1,42557.0,192,5,53,0,5,15,4,6,1,4,8,0,48,0,1,270,11
2,1,53312.0,241,0,12,0,0,25,1,5,1,5,7,0,71,0,0,278,11
1,0,72228.0,631,28,491,30,14,56,1,6,7,8,3,0,70,0,0,1250,21
1,1,67605.0,336,28,282,184,54,54,1,2,8,6,1,0,35,0,0,938,16
2,1,62845.0,1099,0,45,0,0,34,11,3,4,10,8,0,73,1,2,1178,17
1,1,65196.0,743,19,181,12,0,200,2,7,6,11,5,0,64,1,2,1155,24
2,0,42000.0,124,83,267,85,59,35,2,5,2,11,5,0,35,0,0,653,18
2,0,35860.0,15,0,8,4,2,20,2,1,1,2,5,0,49,1,2,49,4
2,1,65526.0,397,19,69,12,0,9,1,4,4,8,2,0,58,0,1,506,16
1,1,16860.0,10,4,4,3,3,14,3,1,1,3,7,0,61,0,2,38,5
1,0,83528.0,530,117,678,134,44,147,1,4,10,8,1,0,30,2,0,1650,22
0,0,64176.0,1215,33,249,64,116,149,8,8,9,8,6,0,57,0,1,1826,25
1,0,22304.0,3,2,7,0,4,2,1,1,0,2,8,0,66,0,0,18,3
1,1,67023.0,444,44,382,11,8,17,1,3,7,13,2,1,44,0,0,906,23
2,1,32892.0,26,0,15,2,1,2,2,3,0,3,8,0,51,0,1,46,6
1,1,70713.0,736,114,279,82,76,190,6,5,6,8,3,0,56,0,1,1477,19
1,1,59925.0,473,21,176,19,21,56,3,9,2,9,6,0,67,0,1,766,20
1,1,39722.0,32,0,5,2,0,8,2,2,0,3,5,0,69,0,1,47,5
1,1,46610.0,288,10,30,4,10,125,1,6,1,6,6,0,64,0,0,467,13
1,1,88347.0,1050,178,555,77,138,118,1,4,7,9,1,0,61,1,0,2116,20
2,1,87171.0,1001,44,107,58,44,44,1,6,7,11,2,0,41,2,0,1298,24
0,1,26907.0,9,1,7,0,3,2,2,1,0,3,7,0,46,0,2,22,4
2,0,50014.0,234,14,77,19,10,42,2,4,1,8,5,0,54,0,1,396,13
2,1,41014.0,7,2,6,2,0,3,1,1,0,2,7,0,44,0,1,20,3
1,0,66294.0,251,108,334,65,92,117,1,4,3,5,2,0,57,0,0,967,12
1,1,36715.0,172,10,125,21,13,16,6,7,2,4,9,0,51,0,1,357,13
1,1,79456.0,565,42,548,64,83,99,1,5,6,4,3,0,66,0,0,1401,15
1,1,40479.0,5,0,8,2,0,0,1,0,0,3,4,0,40,0,1,15,3
2,0,75345.0,918,57,842,99,38,133,1,5,8,6,3,0,52,1,0,2087,19
1,1,54233.0,652,8,158,21,0,142,4,11,6,5,8,0,45,0,1,981,22
1,0,24163.0,4,1,7,2,1,2,2,1,0,3,4,0,52,0,2,17,4
2,1,84460.0,152,27,103,106,54,81,0,9,9,4,5,0,64,4,0,523,22
1,1,43776.0,8,0,9,2,1,3,1,1,0,2,6,0,39,0,1,23,3
2,0,71691.0,336,130,411,240,32,43,1,4,7,5,2,0,64,0,0,1192,16
2,1,85844.0,938,19,843,25,95,38,1,6,6,7,2,0,49,1,0,1958,19
2,0,39190.0,68,8,18,19,8,12,2,2,1,4,5,0,48,0,1,133,7
1,1,71367.0,227,23,389,42,21,75,1,4,5,7,2,0,63,0,0,777,16
2,0,38578.0,38,4,22,3,3,3,3,3,0,3,8,0,50,0,2,73,6
2,1,57236.0,105,0,9,2,1,4,3,2,1,4,3,0,57,0,2,121,7
1,0,61825.0,162,50,100,55,30,27,1,4,2,8,4,0,43,0,1,424,14
1,0,79803.0,574,8,216,21,16,33,1,4,3,5,1,0,64,0,1,868,12
0,0,80910.0,160,80,369,67,39,41,1,3,3,8,1,0,36,0,0,756,14
2,1,27590.0,6,0,5,0,0,1,1,1,0,2,7,0,40,0,1,12,3
1,1,56775.0,614,35,160,58,35,35,2,5,8,10,5,0,43,0,1,937,23
1,0,83829.0,897,161,430,186,161,27,0,4,7,6,1,0,47,3,0,1862,17
0,1,54210.0,70,54,109,80,9,45,2,4,1,7,5,0,43,0,1,367,12
1,1,38508.0,120,19,206,25,19,54,6,7,2,5,8,0,36,0,1,443,14
1,1,53187.0,211,2,30,7,7,10,2,4,1,6,5,0,52,0,1,267,11
1,1,30023.0,11,0,16,7,6,21,1,2,0,3,8,0,50,0,1,61,5
2,0,76045.0,760,53,400,17,93,0,1,4,5,11,2,0,62,1,0,1323,20
2,1,50870.0,53,0,8,0,0,2,1,2,0,3,5,0,70,0,1,63,5
0,1,15315.0,7,4,13,15,8,17,2,2,0,4,5,0,52,0,0,64,6
0,1,65463.0,391,32,70,21,32,16,2,6,2,9,5,0,48,1,1,562,17
1,1,66480.0,199,9,57,20,21,6,7,4,1,7,4,0,57,0,2,312,12
1,0,76773.0,516,56,449,86,33,16,1,2,2,11,1,0,68,0,0,1156,15
0,0,81698.0,709,45,115,30,160,45,1,8,2,5,5,0,39,1,0,1104,15
2,0,54466.0,12,0,4,0,0,0,1,1,0,2,5,0,49,0,2,16,3
2,0,98777.0,1000,19,711,125,115,38,0,4,6,9,1,0,62,1,0,2008,19
2,0,16269.0,19,3,18,3,1,0,3,3,0,3,8,0,38,0,1,44,6
1,1,71819.0,1224,28,140,0,14,168,3,3,3,5,6,0,51,2,1,1574,11
2,1,33569.0,16,2,18,3,0,24,1,1,1,2,8,0,39,1,1,63,4
2,1,36262.0,88,39,54,64,28,153,1,3,5,3,6,0,39,1,0,426,11
0,1,22634.0,2,23,11,8,6,46,1,2,1,2,8,0,56,0,0,96,5
0,1,47025.0,508,11,59,23,5,29,5,11,1,6,9,0,44,0,1,635,18
1,0,70566.0,381,28,215,84,28,21,2,6,5,9,3,0,54,0,1,757,20
2,1,31605.0,74,0,42,2,1,6,2,2,1,4,7,0,43,0,1,125,7
2,0,52034.0,146,0,93,7,13,73,5,4,2,5,7,0,49,0,2,332,11
1,0,48526.0,23,17,23,43,20,9,1,2,1,4,3,0,43,0,1,135,7
1,1,46734.0,110,5,137,26,23,29,2,6,1,5,7,0,68,0,1,330,12
1,0,39552.0,165,3,147,4,24,41,7,6,2,5,8,0,60,0,2,384,13
1,0,86358.0,957,47,494,82,47,95,4,5,3,6,8,0,56,0,2,1722,14
1,1,46931.0,41,0,17,3,1,16,2,1,1,3,3,0,45,0,3,78,5
0,0,16581.0,1,3,4,2,3,11,1,0,0,3,4,0,37,0,0,24,3
0,0,63998.0,176,29,818,0,33,112,1,7,6,11,4,0,70,0,0,1168,24
2,1,67381.0,815,8,53,11,0,70,4,2,2,9,7,0,71,1,1,957,13
1,0,25930.0,6,1,2,2,0,4,1,1,0,2,7,0,55,0,2,15,3
1,1,42693.0,8,4,20,6,3,16,1,1,0,3,5,0,44,0,1,57,4
1,1,85606.0,717,42,864,219,30,84,2,6,7,9,3,0,46,1,1,1956,22
1,0,72903.0,1067,138,750,0,19,39,1,7,5,8,4,0,37,3,0,2013,20
0,1,49669.0,166,5,107,11,8,29,2,5,1,6,6,0,48,0,1,326,12
2,1,36778.0,29,4,34,2,4,4,3,3,0,3,9,0,54,0,2,77,6
2,0,85696.0,714,76,395,116,0,12,1,4,6,9,1,0,60,0,0,1313,19
2,0,10979.0,8,4,10,2,2,4,2,3,0,3,5,0,33,0,0,30,6
1,1,49678.0,229,5,56,3,2,20,2,6,2,4,7,0,61,0,1,315,12
2,1,56129.0,320,48,133,39,72,48,4,6,2,10,4,0,69,0,1,660,18
1,1,37155.0,23,0,26,7,15,3,1,2,0,4,5,0,33,0,1,74,6
0,0,21282.0,1,5,8,4,8,20,2,2,1,2,6,0,44,0,1,46,5
2,0,33419.0,56,0,12,0,0,18,2,2,0,4,7,0,60,0,1,86,6
1,0,63285.0,508,124,249,50,38,134,1,6,5,13,3,0,77,0,0,1103,24
2,1,21255.0,29,0,25,2,2,3,4,2,1,4,4,0,48,0,1,61,7
1,1,42162.0,46,7,59,2,4,27,2,3,1,3,6,0,41,1,1,145,7
1,1,54450.0,454,0,171,8,19,32,12,9,2,8,8,0,66,0,2,684,19
2,1,57744.0,350,3,39,0,0,19,2,9,1,4,8,0,68,0,1,411,14
1,0,26576.0,10,0,8,0,0,9,1,1,0,2,9,0,36,1,1,27,3
2,0,57513.0,735,40,183,52,20,30,2,9,3,13,6,0,79,0,0,1060,25
1,1,68142.0,897,126,196,91,112,37,3,10,4,7,6,0,58,0,1,1459,21
1,1,7500.0,5,2,3,3,0,5,1,1,0,2,8,0,43,0,1,18,3
1,1,83145.0,777,35,731,39,137,114,1,5,9,11,2,0,48,1,0,1833,25
2,1,54197.0,162,6,37,6,13,13,2,1,3,6,1,0,62,0,1,237,10
2,0,23091.0,35,0,11,0,0,2,4,2,1,3,7,0,59,0,2,48,6
1,1,46049.0,342,9,112,19,14,19,10,5,2,9,7,0,46,0,2,515,16
1,1,56715.0,258,105,239,237,172,9,1,7,3,4,4,0,48,0,0,1020,14
1,1,79410.0,658,80,483,123,13,13,1,3,2,5,1,0,61,0,0,1370,10
1,1,57304.0,356,80,329,138,17,106,2,7,6,10,5,0,71,0,1,1026,23
1,1,44375.0,213,5,28,7,7,41,1,4,1,6,5,0,57,0,1,301,11
1,1,54450.0,454,0,171,8,19,32,12,9,2,8,8,0,66,0,2,684,19
1,1,59594.0,457,4,29,0,0,9,1,8,1,7,7,0,57,1,1,499,16
1,1,80685.0,241,45,604,34,26,54,1,6,4,10,2,0,28,0,0,1004,20
2,1,40344.0,210,0,6,0,0,2,2,4,1,5,7,0,48,0,1,218,10
1,1,62710.0,441,35,83,7,29,11,4,4,2,12,4,0,50,0,1,606,18
0,1,48985.0,19,13,18,10,7,8,1,1,1,3,3,0,54,0,1,75,5
1,1,35322.0,28,9,37,12,7,13,3,2,0,4,8,0,54,0,3,106,6
1,1,77142.0,476,75,162,29,151,97,1,4,4,8,2,0,74,0,0,990,16
1,0,81657.0,364,40,425,158,60,50,1,3,4,8,1,0,53,0,0,1097,15
0,1,14421.0,0,0,2,3,3,8,1,1,0,2,5,0,26,1,0,16,3
0,1,20130.0,0,6,3,7,6,12,1,1,0,3,8,0,48,0,0,34,4
2,1,74214.0,863,83,547,86,99,33,1,8,2,5,5,0,32,0,0,1711,15
2,1,66726.0,349,7,35,0,0,47,3,8,2,4,7,0,65,1,2,438,14
0,1,23724.0,5,23,15,0,18,14,2,2,0,3,8,0,43,0,1,75,5
2,1,47353.0,184,2,19,8,8,4,3,2,2,6,5,0,62,0,1,225,10
2,1,33444.0,8,0,8,0,0,2,1,1,0,2,8,0,70,0,2,18,3
1,1,54386.0,277,21,64,62,21,25,2,3,2,10,3,0,41,0,1,470,15
1,0,28510.0,44,5,19,0,4,19,3,2,0,4,5,0,41,0,2,91,6
2,0,90638.0,1156,120,915,94,144,96,1,3,4,10,1,0,31,1,0,2525,17
1,1,48070.0,373,14,83,6,9,19,3,8,2,6,7,1,72,0,1,504,16
1,1,43140.0,134,8,76,6,0,11,1,4,1,5,6,0,65,0,1,235,10
2,0,54959.0,1148,0,60,0,0,24,3,9,5,4,7,0,61,1,1,1232,18
0,0,15056.0,6,12,3,21,6,40,5,2,2,3,5,0,64,0,2,88,7
1,0,26954.0,4,1,11,0,0,1,1,1,0,2,7,0,51,0,1,17,3
1,0,22327.0,5,4,8,2,0,5,1,1,0,3,5,0,37,0,1,24,4
1,1,44393.0,24,2,20,2,2,10,2,1,0,4,4,0,57,0,2,60,5
2,0,62000.0,899,0,101,0,0,20,1,6,6,13,4,0,70,1,1,1020,25
2,1,31497.0,108,1,28,13,1,4,2,3,1,4,8,0,60,0,1,155,8
0,1,45894.0,27,2,7,0,2,13,1,1,0,3,5,0,48,0,2,51,4
2,0,78579.0,816,66,549,216,66,99,1,5,6,4,3,0,52,0,0,1812,15
2,0,67369.0,1298,0,70,37,14,42,4,7,4,10,4,0,53,2,1,1461,21
1,0,58401.0,10,0,11,17,29,29,1,1,2,2,4,0,62,0,1,96,5
1,0,62307.0,87,13,34,10,6,10,1,4,0,4,5,0,70,0,1,160,8
2,1,43641.0,57,2,51,4,2,23,3,2,1,4,6,0,53,0,2,139,7
2,0,63841.0,635,15,100,20,7,131,1,9,3,9,6,0,54,0,1,908,21
0,1,46891.0,43,12,23,29,15,61,1,2,1,4,4,0,57,0,1,183,7
2,1,70091.0,964,34,137,15,0,11,2,5,2,10,8,0,53,1,1,1161,17
2,1,78075.0,572,8,259,34,35,80,1,3,5,5,1,0,50,0,0,988,13
0,0,59184.0,341,142,113,259,151,66,3,6,6,12,5,0,61,0,1,1072,24
1,1,54809.0,63,6,57,13,13,22,4,2,1,5,4,0,45,0,2,174,8
1,1,58113.0,221,104,169,102,78,84,3,9,2,8,7,1,63,0,1,758,19
2,1,51412.0,140,3,29,4,5,14,2,3,2,4,4,0,64,0,1,195,9
1,0,15287.0,1,2,8,4,3,13,2,1,1,2,7,0,43,1,1,31,4
2,1,66636.0,291,10,689,84,10,0,1,3,4,9,1,0,65,0,0,1084,16
2,1,50965.0,544,13,85,8,6,29,3,10,4,5,8,0,66,1,1,685,19
2,1,84618.0,684,100,801,21,66,0,1,6,9,10,2,0,57,1,0,1672,25
1,1,18351.0,1,12,9,0,14,7,1,2,0,3,7,0,32,0,0,43,5
2,1,40451.0,35,0,4,0,0,10,1,1,1,2,5,0,65,1,2,49,4
1,1,36317.0,87,3,25,3,2,13,2,3,0,4,7,0,57,0,1,133,7
1,1,42213.0,309,3,24,4,3,20,2,5,1,7,7,0,65,1,1,363,13
1,1,65748.0,172,73,93,95,78,34,2,2,4,10,1,1,67,0,1,545,16
1,1,77044.0,625,38,242,50,34,76,2,7,11,11,4,0,50,1,1,1065,29
1,1,74918.0,972,59,913,25,19,59,1,5,9,6,3,0,53,1,0,2047,20
1,1,56721.0,157,6,39,6,13,75,5,4,1,5,6,0,50,0,2,296,10
1,0,42160.0,48,9,45,3,15,20,4,2,1,4,6,0,47,0,2,140,7
1,0,61559.0,279,83,88,32,14,34,1,4,2,10,3,0,57,0,1,530,16
2,1,33629.0,132,0,16,0,0,4,5,3,1,4,9,0,59,0,2,152,8
2,1,68682.0,919,0,505,99,30,45,1,4,9,10,2,0,31,0,0,1598,23
1,0,34377.0,62,0,22,3,1,26,2,2,2,2,7,0,59,0,1,114,6
0,0,8940.0,1,45,3,4,6,42,3,3,1,3,8,0,36,0,1,101,7
1,1,26228.0,2,6,4,3,1,9,1,1,0,2,8,0,49,0,1,25,3
0,0,77297.0,408,61,109,48,122,41,1,5,7,9,4,0,65,1,0,789,21
1,1,40211.0,51,1,7,2,1,25,2,2,1,2,8,0,41,1,2,87,5
2,0,33438.0,62,1,16,3,2,6,4,2,1,4,5,0,64,0,2,90,7
2,1,75032.0,952,12,180,47,12,12,2,5,4,9,3,0,63,0,1,1215,18
2,0,61284.0,618,15,106,20,7,45,1,11,2,8,6,0,67,1,0,811,21
1,1,22518.0,11,7,12,2,2,27,2,2,1,2,5,0,36,1,1,61,5
2,1,54730.0,318,3,17,4,7,56,5,4,1,8,4,0,47,0,1,405,13
2,1,38452.0,56,0,14,0,0,2,3,3,0,3,7,0,67,0,2,72,6
1,0,44421.0,110,5,59,7,1,7,5,5,0,4,8,0,51,0,2,189,9
2,1,38197.0,23,0,11,2,1,3,1,1,0,3,5,0,36,0,1,40,4
1,0,41986.0,27,5,8,8,3,12,3,3,0,4,4,0,44,0,1,63,7
1,1,28427.0,18,3,19,3,3,6,2,2,0,3,8,0,39,0,1,52,5
2,1,37395.0,18,0,9,0,1,11,1,1,0,3,6,0,46,0,1,39,4
1,1,64722.0,303,0,280,60,147,15,4,8,2,11,6,0,51,0,1,805,21
2,1,55249.0,97,1,19,2,0,11,1,2,1,4,3,0,66,0,1,130,7
1,1,84906.0,997,15,414,99,30,76,1,5,6,12,2,0,50,3,0,1631,23
1,1,28691.0,5,4,13,8,0,4,1,1,0,3,8,0,33,0,1,34,4
1,0,44213.0,95,11,35,0,4,7,4,2,1,5,6,0,70,0,2,152,8
0,0,25707.0,1,6,2,3,6,3,1,1,0,3,7,0,38,0,1,21,4
2,1,59062.0,46,1,12,3,0,9,2,2,0,3,4,0,55,0,3,71,5
1,0,76624.0,411,106,147,54,115,66,1,5,10,7,1,0,60,1,1,899,22
2,1,66000.0,244,51,270,101,0,45,1,1,3,5,1,0,75,0,0,711,9
2,1,27683.0,152,9,121,12,12,45,4,6,2,4,8,0,44,0,1,351,12
1,0,1730.0,1,1,3,1,1,1,15,0,0,0,20,0,51,0,0,8,0
0,0,7500.0,10,17,18,8,26,40,4,3,2,2,9,0,30,0,1,119,7
1,1,40521.0,12,0,5,0,0,4,1,0,1,2,5,0,54,0,2,21,3
2,1,20427.0,5,0,4,0,0,1,1,1,0,2,8,0,49,0,1,10,3
1,1,65106.0,790,19,133,12,0,19,3,8,3,13,6,0,47,1,1,973,24
2,1,69969.0,882,29,514,38,29,44,1,4,2,6,3,0,57,2,0,1536,12
1,1,67433.0,615,28,259,12,48,30,4,6,5,13,4,0,70,1,2,992,24
2,1,77766.0,1004,59,265,115,59,27,2,11,10,11,6,0,55,1,1,1529,32
1,1,74716.0,133,27,421,13,195,71,2,7,3,5,4,0,50,0,1,860,15
1,0,68118.0,595,23,123,10,23,154,2,8,9,4,6,0,59,0,1,928,21
2,1,55158.0,293,0,87,4,11,23,4,7,2,5,7,0,52,0,2,418,14
0,1,62972.0,313,15,47,20,0,192,2,7,4,3,6,0,67,0,1,587,14
1,1,74190.0,151,81,86,168,91,64,2,4,2,11,2,0,47,0,1,641,17
1,1,39356.0,15,0,2,0,0,6,1,1,0,2,6,0,46,1,2,23,3
1,1,76653.0,736,63,946,219,189,126,1,4,7,11,2,0,53,2,0,2279,22
2,0,35860.0,15,0,8,4,2,20,2,1,1,2,5,0,49,1,2,49,4
2,0,90687.0,982,17,672,23,34,51,1,6,2,8,2,0,39,1,0,1779,16
2,1,73450.0,1142,51,415,90,69,37,1,7,8,11,3,0,40,2,0,1804,26
1,1,31454.0,28,0,11,0,0,9,3,2,0,3,8,0,62,0,2,48,5
1,0,47139.0,46,0,12,0,2,23,2,2,1,2,7,0,70,0,2,83,5
1,0,83829.0,897,161,430,186,161,27,0,4,7,6,1,0,47,3,0,1862,17
2,1,53378.0,489,6,152,8,6,132,10,9,4,6,8,0,59,0,2,793,19
1,1,19656.0,25,4,9,6,8,32,3,2,1,3,7,0,52,0,1,84,6
2,1,45579.0,145,1,33,2,1,1,1,4,1,4,6,0,74,0,1,183,9
0,0,85485.0,630,26,611,44,18,54,1,6,6,6,2,0,64,0,0,1383,18
1,1,55956.0,760,38,104,50,9,38,2,7,3,4,4,0,78,1,0,999,14
2,0,64191.0,420,15,186,151,38,15,3,5,3,13,3,0,59,0,1,825,21
1,0,38808.0,125,17,52,3,19,30,4,5,1,4,8,0,50,1,1,246,10
